car_maker_name,car_segment_name,energy,body_style,code_age,age_years,log_total_vehicles
MERCEDES,Classe E,ESS,BREAK,11 years and older,0.6,7.2151903858876345
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,12.0,8.812939061955658
MERCEDES,Classe E,ESS,BREAK,11 years and older,7.6,3.219390909379719
BMW,M3,DIES,BERLINE,2 years old,3.1,5.769944979623525
FORD,Mondeo,ESS,BERLINE,3 to 5 years old,11.2,4.836295572095108
AUDI,A3,ESS,BERLINE,2 years old,2.2,4.472202851135007
RENAULT,Megane,DIES,BERLINE,6 to 10 years old,8.9,8.87452979450683
AUDI,A7,DIES,BERLINE,1 year old,11.4,2.297920303061492
AUDI,RS7,DIES,BERLINE,6 to 10 years old,11.5,9.162986622481602
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,6.1,4.545573653862105
VOLKSWAGEN,Beetle,ESS,BERLINE,3 to 5 years old,11.7,6.288599801048692
MERCEDES,Classe E,ESS,BREAK,11 years and older,10.4,1.6852206962364362
PEUGEOT,3008,ESS,MONOSPACE,6 to 10 years old,1.0,9.62476698352157
MERCEDES,Classe E,DIES,BERLINE,11 years and older,2.5,5.8885644545778435
BMW,Serie 6,ELEC,BERLINE,1 year old,11.2,5.081368202638748
MERCEDES,Classe E,DIES,BERLINE,2 years old,4.4,5.854092600073701
BMW,Serie 1,ESS,BERLINE,6 to 10 years old,11.3,5.611609905315933
BMW,X1,ESS,SUV,Less than 1 year old,11.1,3.8384688786510166
MERCEDES,Classe E,LPG,COUPE,11 years and older,10.4,9.231650808072565
MERCEDES,Classe C,DIES,BREAK,1 year old,9.8,9.140981929890316
RENAULT,Megane,DIES,COUPE,11 years and older,3.4,7.814052761240642
HYUNDAI,Santa Fe,ESS,SUV,11 years and older,11.8,6.265021632285796
ALFA ROMEO,159,ESS,BERLINE,11 years and older,11.0,3.8671786887678348
VOLKSWAGEN,New Beetle,ESS,BERLINE,6 to 10 years old,12.0,5.777698935577667
SKODA,Fabia,DIES,BREAK,Less than 1 year old,4.6,5.200052765956056
MERCEDES,Classe E,ESS,BERLINE,1 year old,0.5,3.7665443089502375
CITROEN,C3,ESS,BERLINE,6 to 10 years old,11.7,2.7886958002427953
RENAULT,Megane,DIES,BREAK,11 years and older,8.3,4.417666989534314
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,11.5,6.775224447574277
MERCEDES,Classe C,ESS,BERLINE,1 year old,2.5,3.301082573100687
AUDI,A6,ESS,BREAK,6 to 10 years old,11.7,10.450223202128257
RENAULT,Clio,DIES,BERLINE,2 years old,11.4,5.499862713112686
MERCEDES,Classe E,DIES,COUPE,6 to 10 years old,11.8,6.614291288440417
MERCEDES,Classe M,ESS,SUV,11 years and older,8.5,3.242670281955945
AUDI,A4,DIES,BERLINE,2 years old,3.4,5.526493303176158
BMW,X1,ESS,SUV,11 years and older,10.6,1.6274034046309052
BMW,Serie 3,DIES,CABRIOLET,3 to 5 years old,0.9,4.514323287765381
AUDI,A5,DIES,CABRIOLET,3 to 5 years old,0.6,2.467360023604232
VOLKSWAGEN,Bora,ESS,BERLINE,1 year old,0.6,4.44325376052984
OPEL,Astra,DIES,BERLINE,11 years and older,6.0,7.942586568832174
MERCEDES,Classe E,DIES,BERLINE,11 years and older,2.3,3.060769652725818
MERCEDES,Classe E,DIES,COUPE,2 years old,2.7,8.501728353689186
AUDI,A8,DIES,BERLINE,11 years and older,1.2,6.578436103181893
CITROEN,DS 5,DIES,BERLINE,6 to 10 years old,4.9,11.346223700529544
MERCEDES,Classe E,DIES,BERLINE,11 years and older,3.0,5.794867542254846
AUDI,A4,ESS,BREAK,11 years and older,10.1,3.59448308742531
OPEL,Astra,HYB-ESS,BERLINE,6 to 10 years old,8.6,7.435386177648896
OPEL,Astra,DIES,BERLINE,11 years and older,7.2,2.5484228373250186
MERCEDES,Classe A,DIES,BERLINE,Less than 1 year old,0.5,4.545178501904062
AUDI,A4,ESS,BERLINE,11 years and older,0.7,2.9992362837909026
VOLKSWAGEN,Tiguan,ESS,SUV,11 years and older,1.1,5.297177906116422
VOLKSWAGEN,Bora,ESS,BERLINE,Less than 1 year old,8.9,9.492017276995089
MERCEDES,Classe E,DIES,BERLINE,2 years old,7.9,1.5338816291225936
IVECO,Daily VI,DIES,UTILITAIRE,Less than 1 year old,1.6,5.388227382196017
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,11.1,8.478488264181173
MERCEDES,Classe E,DIES,BERLINE,11 years and older,2.0,5.750219235037389
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,9.0,6.768911806080561
VOLKSWAGEN,Passat,DIES,BERLINE,2 years old,6.1,8.386348189763464
FIAT,Panda,ESS,BERLINE,6 to 10 years old,11.2,4.411744003443102
MERCEDES,Classe E,DIES,COUPE,6 to 10 years old,11.7,7.717300054601202
MERCEDES,Classe E,ESS,BERLINE,11 years and older,4.9,4.791003055655562
MERCEDES,Classe E,DIES,BREAK,3 to 5 years old,0.5,3.712887266139526
SKODA,Octavia,DIES,BERLINE,Less than 1 year old,11.6,8.453300599597322
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,0.5,8.621930259178837
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,0.6,3.737869119291977
OPEL,Zafira,ESS,MONOSPACE,6 to 10 years old,6.3,5.297390249106108
MERCEDES,Classe E,ESS,BERLINE,11 years and older,10.0,9.454974346446043
MERCEDES,Classe CLK,ESS,CABRIOLET,6 to 10 years old,12.0,4.924301150349486
AUDI,A8,DIES,BERLINE,11 years and older,5.8,4.740417328410194
MERCEDES,Classe C,DIES,COUPE,3 to 5 years old,11.5,1.7401011036923468
VOLKSWAGEN,Golf,DIES,BERLINE,3 to 5 years old,0.5,3.5603318900556236
MERCEDES,Classe E,DIES,COUPE,3 to 5 years old,1.3,2.8811947890167966
RENAULT,Symbol,ESS,BERLINE,11 years and older,4.5,6.501010378220771
MERCEDES,Classe C,DIES,BERLINE,11 years and older,11.8,8.824091116883315
SKODA,Octavia,ESS,BREAK,Less than 1 year old,3.7,1.3396505642770649
BMW,Serie 7,DIES,BERLINE,6 to 10 years old,0.5,8.674430830147452
JEEP,Wrangler,DIES,SUV,3 to 5 years old,2.2,7.185779248265459
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,1.1,1.814221705374306
MERCEDES,Classe E,ESS,BERLINE,11 years and older,1.0,9.78187053296147
VOLKSWAGEN,Golf,ESS,BERLINE,Less than 1 year old,9.8,9.928764592261924
MERCEDES,Classe A,DIES,BERLINE,11 years and older,7.5,4.624369853688866
CITROEN,DS 3,ESS,BERLINE,3 to 5 years old,0.5,5.037705302879714
MERCEDES,GT,ESS,CABRIOLET,6 to 10 years old,12.0,2.7099345870194806
AUDI,A6,ESS,BREAK,3 to 5 years old,8.1,1.5116259964331444
PEUGEOT,3008,ESS,SUV,3 to 5 years old,10.2,3.265948926731177
AUDI,A4,ELEC,BREAK,11 years and older,2.1,5.916317683165753
SKODA,Superb,DIES,BERLINE,6 to 10 years old,11.9,10.490882875548259
OPEL,Astra,DIES,BERLINE,3 to 5 years old,0.6,1.5042012120435455
TOYOTA,Yaris,ETH,BERLINE,11 years and older,1.6,1.2427052563981835
MERCEDES,Classe E,ESS,COUPE,2 years old,10.2,2.9208749172397104
VOLVO,S90,ESS,BERLINE,11 years and older,0.6,3.94397586470901
BMW,Serie 3,ESS,BERLINE,6 to 10 years old,7.1,6.630255786218989
MERCEDES,Classe E,HYB-ESS,BERLINE,3 to 5 years old,8.1,3.5302194426894813
VOLKSWAGEN,Tiguan,DIES,SUV,11 years and older,11.7,8.281022312425732
PEUGEOT,3008,ESS,MONOSPACE,Less than 1 year old,0.7,8.032482755490193
VOLKSWAGEN,Passat,ESS,COUPE,1 year old,11.4,6.789146387347589
VOLKSWAGEN,Touareg,ESS,SUV,6 to 10 years old,11.9,3.9371019412428607
MERCEDES,Classe E,DIES,BREAK,11 years and older,12.0,7.064869319987941
OPEL,Grandland X,ESS,MONOSPACE,2 years old,9.1,7.971209980988223
RENAULT,Megane,ESS,BERLINE,11 years and older,10.0,7.745622234919
BMW,X3,DIES,SUV,6 to 10 years old,11.1,5.798382285056173
MERCEDES,Classe E,ESS,BERLINE,Less than 1 year old,10.5,3.7401545736898187
RENAULT,Megane,ESS,BERLINE,Less than 1 year old,2.0,4.694250751560966
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,2.4,6.989389694789269
MERCEDES,Classe E,DIES,BERLINE,Less than 1 year old,0.5,3.96583275353023
AUDI,A6,ESS,BERLINE,3 to 5 years old,1.9,6.248895964900017
FORD,Mondeo,HYB-DIES,BERLINE,2 years old,6.2,2.1121917180695107
BMW,X3,ESS,SUV,1 year old,7.6,7.193372283703418
MERCEDES,Classe A,DIES,BERLINE,11 years and older,11.0,3.376942259462135
OPEL,Insignia,DIES,SUV,3 to 5 years old,3.4,6.094330320102205
MERCEDES,Classe E,DIES,BREAK,3 to 5 years old,9.9,7.382523547363087
AUDI,A7,ESS,BERLINE,6 to 10 years old,1.9,3.6860491967798046
MERCEDES,Classe E,DIES,BERLINE,2 years old,3.0,2.9885904855674585
MERCEDES,Classe E,DIES,COUPE,3 to 5 years old,0.6,4.869511338251808
MERCEDES,Classe C,DIES,BERLINE,11 years and older,2.9,3.4043166584182325
AUDI,A4,ESS,BREAK,2 years old,3.3,5.962414133241378
HYUNDAI,Kona,ELEC,SUV,2 years old,9.3,1.510290939293305
PORSCHE,911 type 997,ESS,COUPE,6 to 10 years old,12.0,5.686362018691126
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,12.0,7.427701888831931
FORD,Focus,DIES,BERLINE,11 years and older,1.3,3.2773339514906326
MERCEDES,Classe E,HYB-ESS,BERLINE,2 years old,1.4,5.492065192016662
SEAT,Leon,DIES,BERLINE,3 to 5 years old,4.4,2.537756676574867
AUDI,A3,DIES,BERLINE,1 year old,0.5,6.396510292544459
PEUGEOT,308,ESS,CABRIOLET,11 years and older,11.6,3.159984468995951
MERCEDES,Classe C,DIES,CABRIOLET,2 years old,0.5,5.161693003001458
AUDI,A7,DIES,BERLINE,3 to 5 years old,4.6,1.4634455455772746
PEUGEOT,607,DIES,BERLINE,1 year old,2.1,5.087331924859479
MERCEDES,Classe E,DIES,COUPE,3 to 5 years old,1.1,5.813895495380373
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,1.7,5.889731543933568
MERCEDES,Classe E,DIES,COUPE,6 to 10 years old,3.4,1.7729476226251981
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,1.2,6.42561389808778
OPEL,Astra,DIES,CABRIOLET,2 years old,11.2,5.049248616638615
MERCEDES,Classe E,DIES,CABRIOLET,Less than 1 year old,3.3,5.803941538422805
BMW,X3,ESS,SUV,3 to 5 years old,11.8,10.151277529323115
FIAT,Idea,DIES,MONOSPACE,6 to 10 years old,11.5,1.5758837127597722
MERCEDES,Classe E,ESS,BERLINE,1 year old,9.6,1.8459626747560987
AUDI,A6,ESS,BERLINE,2 years old,3.1,4.564751885977992
MERCEDES,Classe E,DIES,BERLINE,1 year old,0.5,4.9625659379332845
MERCEDES,Classe S,HYB-ESS,CABRIOLET,3 to 5 years old,3.0,4.695944704535024
MERCEDES,Classe E,ESS,BERLINE,11 years and older,2.1,8.689948643378372
VOLKSWAGEN,Golf,DIES,BERLINE,2 years old,0.7,4.1982320222704566
AUDI,A4,DIES,BERLINE,11 years and older,9.7,3.6394963058785192
VOLKSWAGEN,Bora,DIES,BERLINE,2 years old,5.3,7.677218194364638
CITROEN,C8,DIES,MONOSPACE,Less than 1 year old,7.5,8.575415132585421
AUDI,A5,ESS,BERLINE,3 to 5 years old,7.1,3.2195818612914033
CITROEN,DS 3,ESS,BERLINE,3 to 5 years old,2.3,2.311527366042317
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,1.3,3.067224838306613
VOLKSWAGEN,Golf,ESS,BREAK,6 to 10 years old,3.1,2.652739029740509
AUDI,A5,ESS,BERLINE,3 to 5 years old,10.6,4.9973135724213265
VOLKSWAGEN,Passat,DIES,BERLINE,6 to 10 years old,8.8,5.173265612096455
RENAULT,Megane,ESS,BERLINE,11 years and older,4.5,3.618617010385921
FORD,Focus,DIES,BERLINE,3 to 5 years old,0.5,8.227528365697516
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,0.6,5.0069625405408775
HYUNDAI,Kona,DIES,SUV,11 years and older,2.0,3.4564993287879
AUDI,A4,HYB-ESS,BREAK,2 years old,0.8,8.190524115488463
CITROEN,C4,ESS,COUPE,11 years and older,10.3,3.399484285871707
BMW,X5,DIES,SUV,6 to 10 years old,8.9,6.747207125706053
PEUGEOT,3008,DIES,MONOSPACE,6 to 10 years old,5.0,4.976276049258542
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,11.8,6.329540427763912
MERCEDES,Classe C,DIES,BERLINE,11 years and older,10.1,5.416824733637443
AUDI,A3,ESS,BERLINE,2 years old,0.7,3.0278256097408978
MERCEDES,Classe E,ESS,BREAK,11 years and older,3.3,9.63832761765129
AUDI,A6,ESS,BERLINE,6 to 10 years old,11.7,4.592215181867307
BMW,X6,ESS,SUV,3 to 5 years old,11.9,6.008975427043457
MERCEDES,Classe A,ESS,BERLINE,11 years and older,6.6,4.472365621244313
RENAULT,Clio,CNG,BERLINE,Less than 1 year old,8.5,10.89802169219396
FORD,Focus,ESS,BERLINE,2 years old,2.2,1.689919236826456
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,7.9,9.861314546197278
BMW,Serie 5,ELEC,BERLINE,3 to 5 years old,9.5,5.224271958207537
MERCEDES,Classe E,ESS,CABRIOLET,6 to 10 years old,9.6,8.214368706841558
PEUGEOT,3008,ESS,SUV,6 to 10 years old,0.6,1.6964007681941955
OPEL,Astra,ESS,BERLINE,1 year old,5.5,1.1471751423449716
VOLKSWAGEN,Golf,DIES,BERLINE,3 to 5 years old,7.5,5.458939710204225
VOLKSWAGEN,Passat,ESS,BERLINE,2 years old,11.5,2.1841504398216696
BMW,Serie 1,ESS,BERLINE,3 to 5 years old,1.7,4.647131155589565
MERCEDES,Classe E,DIES,BERLINE,11 years and older,9.1,7.801450891381648
MERCEDES,Classe E,ESS,BERLINE,11 years and older,0.9,2.574709917087895
BMW,Serie 3,ESS-MHEV,BERLINE,6 to 10 years old,7.3,3.595912173543698
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,11.6,10.021994228254217
MERCEDES,Classe S,DIES,CABRIOLET,11 years and older,11.9,3.9793063564911293
MERCEDES,Classe C,ESS,BERLINE,11 years and older,7.9,3.9085524861516703
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,11.9,1.8175954110188584
MERCEDES,Classe E,ESS,BERLINE,Less than 1 year old,8.8,3.129053069286294
PORSCHE,Panamera,ESS,BERLINE,6 to 10 years old,10.7,1.7380980909061967
BMW,Serie 5,ESS,BERLINE,6 to 10 years old,7.7,4.898287627871058
BMW,X3,DIES,SUV,11 years and older,10.0,8.18700797696938
RENAULT,Symbol,ESS,BERLINE,11 years and older,2.9,7.428698198998159
AUDI,A4,DIES,BREAK,6 to 10 years old,11.8,4.319220777233457
MERCEDES,Classe B,ESS,MONOSPACE,6 to 10 years old,12.0,5.747043219756028
MERCEDES,Classe E,DIES,BREAK,11 years and older,10.2,2.4728011662936833
AUDI,A6,ESS,BERLINE,Less than 1 year old,0.8,3.422859760955717
VOLKSWAGEN,Taigo,ESS,SUV,3 to 5 years old,7.4,1.111607017076736
BMW,Serie 7,DIES,BERLINE,11 years and older,1.3,7.990277615825519
MERCEDES,GLA,ESS,SUV,11 years and older,2.9,3.288253265431953
VOLKSWAGEN,Polo,ESS,BERLINE,11 years and older,2.2,5.581863698809964
MERCEDES,Classe C,ESS,BREAK,6 to 10 years old,5.2,8.962875833616287
MERCEDES,Classe E,ESS,BERLINE,11 years and older,8.6,7.577945969493073
OPEL,Astra,DIES,BREAK,2 years old,2.4,6.097726657916916
VOLKSWAGEN,Golf,DIES,BERLINE,6 to 10 years old,8.0,4.1841367596869405
RENAULT,Kangoo,DIES,SUV,6 to 10 years old,8.6,4.496521176879265
MERCEDES,Classe E,ESS,CABRIOLET,6 to 10 years old,10.8,7.705836792804355
MERCEDES,Classe E,HYB-ESS,BREAK,3 to 5 years old,5.0,6.2853176884129285
RENAULT,Clio,DIES,BREAK,2 years old,9.9,6.8428503025689045
CITROEN,Xsara,ESS,BREAK,11 years and older,11.9,10.389006143138673
AUDI,A5,DIES,BERLINE,11 years and older,3.6,6.086475636263212
RENAULT,Megane,DIES,BERLINE,3 to 5 years old,11.2,4.605639460240481
MERCEDES,Classe E,ESS,BERLINE,1 year old,7.6,5.799893874959554
VOLKSWAGEN,Passat,ESS,BERLINE,11 years and older,11.4,4.2136948637429485
BMW,Serie 8,ESS,BERLINE,11 years and older,5.8,5.243838212400794
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,7.9,3.1120911872044372
PORSCHE,911 type 991,ETH,CABRIOLET,3 to 5 years old,0.6,10.061720546861057
PEUGEOT,3008,ESS,MONOSPACE,2 years old,0.7,1.1424268229399626
RENAULT,Symbol,ESS,BERLINE,11 years and older,11.8,5.081757811487377
AUDI,A3,DIES,BERLINE,3 to 5 years old,2.5,3.9975088660543374
ALFA ROMEO,Giulietta,ESS,BERLINE,11 years and older,10.9,9.191988629885728
VOLKSWAGEN,Passat,ESS,COUPE,2 years old,0.6,6.841248260988593
AUDI,A4,DIES,CABRIOLET,2 years old,5.9,3.4653425258636066
RENAULT,Megane,DIES,BERLINE,2 years old,7.7,5.642806302679735
MERCEDES,Classe E,DIES,BREAK,11 years and older,6.9,6.724244348873989
MERCEDES,GLB,ESS,SUV,3 to 5 years old,9.5,1.8936769184065132
PEUGEOT,308,DIES,BERLINE,1 year old,1.9,2.459066100344855
MERCEDES,Classe E,DIES,CABRIOLET,6 to 10 years old,8.6,4.745906784475422
VOLKSWAGEN,Passat,ESS,BERLINE,6 to 10 years old,12.0,7.726027108431011
FORD,Focus,ESS,BERLINE,1 year old,8.3,1.706942164922544
BMW,M5,ESS,BERLINE,3 to 5 years old,8.1,0.8701271679762067
MERCEDES,Classe C,ESS,COUPE,Less than 1 year old,6.1,1.291759511217284
OPEL,Crossland X,ESS,SUV,11 years and older,11.0,8.392067864227508
MERCEDES,Classe E,ESS,BREAK,Less than 1 year old,3.7,6.764528086434307
MERCEDES,Classe C,HYB-ESS,CABRIOLET,Less than 1 year old,0.7,8.389066066740888
MERCEDES,Sprinter,DIES,UTILITAIRE,11 years and older,0.7,1.9119473395211752
PEUGEOT,508,ESS,BREAK,6 to 10 years old,10.3,10.44316653098483
AUDI,A3,DIES,BERLINE,11 years and older,2.8,8.595183630074121
BMW,Serie 6,DIES,BERLINE,6 to 10 years old,11.5,9.2810860681689
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,5.5,1.274441951970208
FIAT,500,ESS-MHEV,BERLINE,6 to 10 years old,0.5,4.757071289099746
MERCEDES,Classe C,DIES,CABRIOLET,6 to 10 years old,7.3,7.873141152419028
BMW,M5,DIES,BERLINE,3 to 5 years old,8.0,4.302725695262091
AUDI,A6,ESS,BERLINE,11 years and older,5.6,3.1940515710625412
DACIA,Logan,ESS,UTILITAIRE,3 to 5 years old,10.9,3.666661221766206
MERCEDES,Classe E,ESS,BREAK,11 years and older,5.2,6.65904205331376
HONDA,Jazz,DIES,BERLINE,Less than 1 year old,1.6,8.318454214990183
MERCEDES,Classe E,ELEC,CABRIOLET,6 to 10 years old,9.0,1.9660409421551954
AUDI,Q3,ESS,SUV,6 to 10 years old,10.3,4.312504200248439
SKODA,Superb,ESS,BERLINE,6 to 10 years old,11.4,2.3695663501165347
AUDI,A5,ESS,BERLINE,6 to 10 years old,7.0,10.108462196945213
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,4.1,4.879915204862153
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,11.8,4.093620962518815
SKODA,Karoq,ESS,SUV,11 years and older,4.4,8.014611830733639
MERCEDES,Classe E,ESS,BERLINE,1 year old,0.6,4.419342779000115
MERCEDES,Classe C,HYB-ESS,CABRIOLET,3 to 5 years old,0.9,4.098699676260347
AUDI,A6,DIES,BERLINE,3 to 5 years old,12.0,3.616297951401921
MERCEDES,Classe E,DIES,COUPE,1 year old,3.3,3.1552662972346663
SEAT,Leon,DIES,BREAK,3 to 5 years old,0.8,2.378667414873987
VOLKSWAGEN,Polo,DIES,BERLINE,11 years and older,2.5,1.8319019121775302
BMW,Serie 8,DIES,COUPE,6 to 10 years old,9.7,7.7828355059719945
MERCEDES,Classe C,ESS-MHEV,BERLINE,6 to 10 years old,7.6,4.269172467306456
JAGUAR,E-Pace,ESS,SUV,3 to 5 years old,3.0,2.098592619956282
MERCEDES,Classe C,DIES,BERLINE,2 years old,2.8,7.613101111104408
JEEP,Wrangler,ESS,SUV,11 years and older,11.9,5.839844688405927
TOYOTA,Avensis,DIES,BREAK,3 to 5 years old,0.6,4.938986180316425
MERCEDES,Classe E,ESS,BREAK,11 years and older,5.5,4.996159117990655
FIAT,Panda,ESS,BERLINE,3 to 5 years old,9.0,2.6932352564748063
MERCEDES,Classe E,DIES,BERLINE,11 years and older,4.0,8.349173992614867
VOLKSWAGEN,Passat,DIES,BERLINE,11 years and older,2.3,6.580714534050049
MERCEDES,Classe C,ESS,COUPE,2 years old,4.0,5.8371852972741785
VOLKSWAGEN,Touareg,DIES,SUV,6 to 10 years old,2.6,6.77898526031916
DS,DS 7,ESS,SUV,11 years and older,2.2,2.385399707510116
RENAULT,Megane,HYB-ESS,BERLINE,Less than 1 year old,5.1,7.629956503633922
BMW,Serie 5,DIES,BERLINE,6 to 10 years old,1.9,2.220195002894692
RENAULT,Kangoo Express,HYB-ESS,UTILITAIRE,3 to 5 years old,9.4,5.233497870652057
HONDA,Jazz,ESS,BERLINE,6 to 10 years old,1.4,10.342482687881716
CITROEN,C4,ESS,BERLINE,11 years and older,3.9,5.74514041967394
BMW,X1,DIES,SUV,Less than 1 year old,7.7,6.118120882817195
MERCEDES,Classe C,DIES,BERLINE,11 years and older,7.4,4.47175567884607
VOLKSWAGEN,Tiguan,ESS,SUV,1 year old,0.8,7.799823324964662
MERCEDES,Classe E,HYB-ESS,BERLINE,6 to 10 years old,9.7,10.452177540423795
MERCEDES,Classe C,ESS,CABRIOLET,6 to 10 years old,10.6,6.324031827190181
VOLKSWAGEN,Golf,ESS,BERLINE,Less than 1 year old,1.0,2.9071049678111844
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.4,7.5350874250595865
MERCEDES,Classe E,DIES,BREAK,Less than 1 year old,10.9,8.09760788886251
MERCEDES,Classe C,DIES,BERLINE,11 years and older,0.6,5.440623687121182
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,12.0,2.7170628671267067
SKODA,Kodiaq,ESS,SUV,11 years and older,7.1,6.897322533502686
AUDI,A6,ESS,BREAK,11 years and older,0.5,4.586809892998429
MERCEDES,Classe C,ESS,BREAK,11 years and older,8.8,5.056224785980346
VOLKSWAGEN,Passat,CNG,BREAK,3 to 5 years old,2.3,7.646512978068813
MERCEDES,Classe E,DIES,BERLINE,1 year old,5.0,2.8805445434019497
MERCEDES,Classe C,DIES,COUPE,11 years and older,3.0,3.5295407243398262
MERCEDES,Classe C,ESS,BREAK,3 to 5 years old,7.3,2.1499060713309674
BMW,Serie 7,ESS,BERLINE,2 years old,11.1,3.7889551637861576
NISSAN,Qashqai,ESS,SUV,11 years and older,7.0,2.0479745676835375
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,9.1,9.183324328051992
RENAULT,Clio,ESS,BERLINE,6 to 10 years old,10.2,3.4513093134828567
BMW,i3,ESS,BERLINE,11 years and older,0.6,3.6570239507499522
CITROEN,Xsara,DIES,COUPE,11 years and older,0.9,2.6555376092281424
VOLKSWAGEN,Golf,DIES,BERLINE,1 year old,11.2,9.533099384719694
AUDI,A7,ESS,BERLINE,11 years and older,8.8,6.114695406773739
RENAULT,Megane,DIES,BREAK,6 to 10 years old,10.3,6.988347188441839
VOLKSWAGEN,Passat,DIES,BERLINE,2 years old,9.1,6.116140999341454
MERCEDES,Classe E,ESS,BREAK,2 years old,7.5,4.387559371229901
FORD,Focus,DIES,BERLINE,11 years and older,0.9,4.142171178782708
JAGUAR,XF,DIES,BERLINE,11 years and older,1.5,1.5917283594636251
HYUNDAI,Tucson,ESS,SUV,2 years old,10.5,8.266869388406029
SEAT,Leon,ETH,BERLINE,3 to 5 years old,0.5,4.738715842022704
BMW,X6,ESS,SUV,11 years and older,4.6,3.7870317213630873
RENAULT,Megane,ESS-MHEV,BERLINE,11 years and older,11.7,1.9395424792624891
MERCEDES,Classe C,DIES,BERLINE,11 years and older,2.8,4.781252140316755
SAAB,09-May,ETH,BERLINE,3 to 5 years old,2.5,3.2054355991603805
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,3.9,1.4859668397197443
BMW,Serie 3,DIES,COUPE,Less than 1 year old,0.6,5.5702611234713855
CITROEN,C3,ESS,BERLINE,3 to 5 years old,11.8,5.675565192674449
SEAT,Leon,ESS,BERLINE,Less than 1 year old,0.8,5.74811275156321
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,4.7,6.1182717815001615
VOLKSWAGEN,Golf,DIES,CABRIOLET,11 years and older,4.3,6.191129255469718
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,9.6,2.281944875505493
FIAT,Punto,ESS,BERLINE,11 years and older,9.8,7.09551432604769
MERCEDES,Classe S,DIES,COUPE,3 to 5 years old,6.1,3.505823481517318
BMW,X1,ESS,SUV,2 years old,0.5,9.652479133039732
CITROEN,DS 3,ESS,BERLINE,1 year old,7.7,2.7991728426892495
MERCEDES,Classe C,ESS,CABRIOLET,3 to 5 years old,6.0,5.577451122646373
MERCEDES,Classe E,ESS,CABRIOLET,11 years and older,10.4,3.051566154740037
SKODA,Fabia,DIES,BREAK,3 to 5 years old,7.3,6.555753022048498
MERCEDES,Classe C,ESS,BREAK,Less than 1 year old,7.3,3.771316242376571
PEUGEOT,308,ESS,BERLINE,1 year old,5.7,2.4437659230065663
MERCEDES,Classe C,ESS,BERLINE,1 year old,0.9,5.170892851535193
PEUGEOT,308,DIES,BERLINE,6 to 10 years old,0.6,6.906047340702691
VOLKSWAGEN,Golf,DIES,BERLINE,6 to 10 years old,5.6,3.9037900351191857
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.4,7.027089169980606
RENAULT,Megane,ESS,BERLINE,11 years and older,0.7,6.37050171250661
MERCEDES,Classe E,ESS,BREAK,11 years and older,6.1,4.60643564282049
MERCEDES,GLA,ESS,SUV,11 years and older,2.4,4.731542727918835
SUZUKI,SX4,DIES,SUV,11 years and older,8.8,7.2460911704071
BMW,Serie 1,HYB-ESS,BERLINE,11 years and older,2.7,4.043582590176352
PEUGEOT,308,ESS-MHEV,BERLINE,3 to 5 years old,5.0,9.278929925108741
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,3.6,3.7906011684119942
VOLKSWAGEN,Caravelle,HYB-ESS,UTILITAIRE,11 years and older,12.0,8.36930251148158
MERCEDES,Classe E,ESS,CABRIOLET,Less than 1 year old,7.7,6.079938053507733
MERCEDES,GT,DIES,COUPE,6 to 10 years old,12.0,8.184101571303929
MERCEDES,Classe E,DIES,COUPE,1 year old,5.4,2.2765919017210194
MERCEDES,Classe E,DIES,BERLINE,11 years and older,7.2,2.239866294619558
FIAT,Stilo,ESS,BERLINE,1 year old,3.9,2.876897373675833
BMW,X3,HYB-ESS,SUV,2 years old,2.5,3.7145646696776877
